Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Sold Date,Agent,RE_URL
"$625,000 - $650,000","3/5 Henry Street, Pakenham",House,4,2,2,,,Gavin Staindl,https://www.realestate.com.au/property-house-vic-pakenham-145425052
"$520,000 - $550,000","18 Mclean Street, Drouin",House,3,2,2,,,Vince Di Grazia,https://www.realestate.com.au/property-house-vic-drouin-146501428
"$590,000 - $640,000","2 Koel Court, Carrum Downs",House,3,2,1,,,Georgia Ryan,https://www.realestate.com.au/property-house-vic-carrum+downs-146350568
,"13 Capel Street, Nar Nar Goon North",House,4,2,2,,,Eiman Khan,https://www.realestate.com.au/property-house-vic-nar+nar+goon+north-145291328
"$560,000 - $600,000","1/4 Hearn Street, Drouin",House,3,2,1,,,Dale Atkin,https://www.realestate.com.au/property-house-vic-drouin-146193688
"$650,000 - $710,000","55 Riana Loop, Eumemmerring",House,4,2,2,,,Adam McWatters,https://www.realestate.com.au/property-house-vic-eumemmerring-145396968
"$645,000 - $695,000","28 Regans Road, Hampton Park",House,4,3,4,,,Esmail Namdar,https://www.realestate.com.au/property-house-vic-hampton+park-146191908
"$650,000 - $690,000","31 Pommel Street, Pakenham",House,4,2,2,,,Callum Donders,https://www.realestate.com.au/property-house-vic-pakenham-145539896
"$600,000 - $650,000","73 Falling Water Drive, Pakenham",House,3,2,2,,,Agent: Vincent Djuang,https://www.realestate.com.au/property-house-vic-pakenham-146687932
"$640,000 - $660,000","27  Denistoun Crescent, Cranbourne",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne-146328748
"$641,100","Lot 415 Piero Street (Bella), Clyde",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146805228
$639000 - $690000,"14 Minster Avenue, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146238896
$649K H&L PACKAGE,"Lot 36  Granite Court (Nelson Village Estate), Cranbourne East",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146766896
$541K  H&L PACKAGE,"Lot 41  Granite Court (Nelson Village Estate), Cranbourne East",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146766568
"$574,400 TO $594,400","Lot 221 Paramount Drive, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146789248
"$563,700","LOT 51 BOURBON ROAD, Cranbourne East",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772484
"$607,700","LOT 202 SHAKEAL WAY, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146773120
"$576,521","Lot 4904 Willey Road, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146769136
"$487,218","Lot 240 Hillcrest Road, Drouin",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-drouin-146563440
"$649,000 Fixed & Turnkey","19 Rockdale Rd, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146767888
"$650,000 - $700,000","96 Henry Street, Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-129066602
"$650,000 No stamp Duty Q3 2025 EXPECTED COMPLETION","3 CALICHE PLACE, Cranbourne East",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146753984
"$650,000 - $690,000","19 Tranter Square, Lynbrook",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-lynbrook-146480108
"$595,000","Lot 120 Cattlemans Drive (Lillifield Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146636064
"$632,800","Lot 34 Talc Street, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146711168
"$585,800 To $605,800","Lot 130 Nelson Street, Cranbourne East",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146690856
"$626,120","Lot 3002 Simmental Street (Ferntree Ridge Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146844484
"$585,270","Lot 110 Rosea Street (Lillifield Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146844412
"$619,121","Lot 209 ROSEA ST, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146835844
"From $570,000","248 Vantage Rise, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146840760
"$622,750","LOT 232 Kookaburra Rise, Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146827808
"$612,750","LOT 114 Kookaburra Rise, Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146827824
"$582,100","LOT 1421 Talia Street, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146828112
"$553,000","240 Fily Street (FULL TURNKEY), Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146831392
"$544,200","LOT 124 Thredbo Parkway, Pakenham",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-pakenham-146827952
"$542,200","LOT 44 Granite Court, Cranbourne East",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146827856
"$647,000","LOT 31 SAFFRON ESTATE, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146823576
$640K  H&L PACKAGE,"Lot 913 Forage Street (Banyan Place), Officer",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-officer-146819204
$629K H&L PACKAGE,"Lot 204 Plantation Road (Drouin Fields Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146820028
$620K TITLED H&L PACKAGE,"Lot 323 Jarah Crescent (Emberwood Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146820672
$619K TITLED H&L PACKAGE,"Lot 264 Harbinger Street (Copelands Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146820456
$594K TITLED H&L PACKAGE,"Lot 330  Carriage Drive (Parkside Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146820372
$590K TITLED H&L PACKAGE,"Lot 706 Zinc Way (Platinum Rise Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146820220
$576K TITLED H&L PACKAGE,"Lot 120 Cattleman's Drive, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146820852
$557K TITLED H&L PACKAGE,"Lot 200 Vantage Rise (Crownlea Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146820752
"$547,100","Lot 110 Bell Heather Boulevard (Lillifield), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146818452
"$537,400","Lot 244 Vantage Rise (Crownlea), Warragul",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146818464
$537K  H&L PACKAGE,"Lot 248 Hillcrest Road (Drouin Fields Estate), Drouin",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146819912
$530K  H&L PACKAGE,"Lot 240  Hillcrest Road (Drouin Fields Estate), Drouin",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-drouin-146819776
$517K  H&L PACKAGE,"Lot 918  Forage Street (Banyan Place), Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146819088
"$625,000 Fixed Price & Full Turnkey Inclusions","Lot 918 Forage Street, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146815472
$638K TITLED H&L PACKAGE,"Lot 1609  Cactus Drive (One Bells Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146817080
$638K TITLED H&L PACKAGE,"Lot 28 Parkhurst Drive (Greenwich Central), Cranbourne",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne-146816908
$620K TITLED H&L PACKAGE,"Lot 15  Yardi Way (Saffron Estate), Clyde",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde-146817180
$567K TITLED H&L PACKAGE,"Lot 1620  Northumberland Road (Evergreen Estate), Clyde",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde-146817108
"$640,900","LOT 137 SHAKEAL WAY, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146806732
"$618,040","Lot 4905 Willey Road, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146803624
"$594,500","21 Cultura Walk, Cranbourne West",House,4,3,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+west-145884672
"From* $643,602","Lot 1002 Karak Street, Drouin",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146801476
"$650,000 BRAND NEW - No Body Corp","40 D'Angelo Avenue, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146777388
"$646,600 To $664,600","Lot 235 Paramount Drive, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146789228
"$599,921","Lot 98 SIERRA ST, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146790908
"$598,962","Lot 248 Vantage Rise, Warragul",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146791328
"$584,702","Lot 248 Trailwater Court, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146791228
"$558,978","Lot 4 Trailwater Court, Warragul",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146792764
"$642,000","5  Kosciuszko Circuit, Clyde",House,4,3,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146779136
"$631,287","Lot 140 Shakeal Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146777508
"$619,615","Lot 117 Mckenzie, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146777532
"$577,344","Lot 211 Cape Street, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146776592
"$535,700","Lot 248 Hillcrest Street (Drouin Fields), Drouin",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146776000
"$649,000 Fixed & Turnkey","21 Rockdale Rd, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146767864
"$649,000 Fixed & Turnkey","17 Rockdale Rd, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146767920
"$647,750","LOT 851 Heather Grove, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146768160
"$645,600","LOT 208 SHAKEAL WAY, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146773216
$645K H&L PACKAGE,"Lot 125  Monterey Way (The Rise Estate), Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146769144
$640K  H&L PACKAGE,"Lot 205  Plantation Road (Drouin Fields Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146769460
$640K TITLED H&L PACKAGE,"Lot 1603  Cactus Drive (One Bells Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146767144
"$632,100","LOT 34 TALC STREET, Cranbourne East",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772032
"$631,900","LOT 209 SHAKEAL WAY, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146773264
$631K TITLED H&L PACKAGE,"Lot 68  Harmon Drive (Drouin Springs Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146769624
$630K TITLED H&L PACKAGE,"Lot 1609  Watercolour Boulevard (Orana Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146768588
$630K TITLED H&L PACKAGE,"Lot 515  Padua Street (Bella Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146767832
$629K TITLED H&L PACKAGE,"Lot 12 Yardi Way (Saffron Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146767988
"$627,750","LOT 1404 Aria Road, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146768148
"$627,750","LOT 1405 Aria Road, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146768300
$626K TITLED H&L PACKAGE,"Lot 109  Ventura Road (Drouin Fields Estate), Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146769264
$625K PLUS,"LOT 2810 SMITHS LANE BARGIN 4 BED!!/ HOLD 2024 PRICES !!, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146766832
$620K TITLED H&L PACKAGE,"Lot 360 Tribute Avenue (Verve Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146768512
$620K  H&L PACKAGE,"Lot 2725  Lismac Avenue (Smiths Lane Estate), Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146768684
"$619,000 Fixed & Turnkey","20 Rockdale Rd, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146767868
"$619,000 Fixed & Turnkey","18 Rockdale Rd, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146767908
$617K TITLED H&L PACKAGE,"Lot 28 Kenmore Way (Saffron Estate), Clyde",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146767896
"$616,915","Lot 213 Rosea Street, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146766752
"$614,400","LOT 50 BOURBON ROAD, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772436
"$611,889","Lot 835 Spurge Road, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146769308
"$607,900","LOT 24 TALC STREET, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772292
$604K TITLED H&L PACKAGE,"Lot 112  Rosea Street (Lilifield Estate), Warragul",House,5,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146770428
$603K TITLED H&L PACKAGE,"Lot 235 Paramount Drive (Copelands Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146769988
"$598,400","LOT 42 GRANITE COURT, Cranbourne East",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772072
"$590,400","LOT 29 TALC STREET, Cranbourne East",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146772340
"$589,339","Lot 28 Kenmore Way, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145058884
$578K TITLED H&L PACKAGE,"Lot 235  Paramount Drive (Copelands Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146769872
$577K TITLED H&L PACKAGE,"Lot 200 Vantage Rise (Crownlea Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146770312
"$576,932","Lot 25 Trailwater Court, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146766976
"$573,597","Lot 326 Kauri Street, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146766796
$567K H&L PACKAGE,"Lot 44  Granite Court (Nelson Village Estate), Cranbourne",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne-146766632
"$559,200","LOT 212 SHAKEAL WAY, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146773304
"$553,400","LOT 212 Laker Boulevard, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146768084
"$553,400","LOT 213 Laker Boulevard, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146768200
$650K PLUS,"LOT 1814 ORANA ESTATE  BUY NOW PAY AT 2024 PRICES !, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146761988
$650K PLUS,"LOT 843 TARANTO ST /HUGE 495 SQMT LAND BUILD NOW, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146762180
$635K PLUS,"LOT 2915 SMITHS LANE BARGIN 4 BED!!/ HOLD 2024 PRICES !!, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146763328
$635K PLUS,"LOT 2912 SMITHS LANE BARGIN 4 BED!!/ HOLD 2024 PRICES !!, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146762740
$625K PLUS,"LOT 2725 SMITHS LANE BUILD NOW HOLD 2024 PRICES !!, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146762676
"$460,000 - $480,000","3/23 Albert Road, Drouin",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146023264
"$622,460","Lot 4904 Willey Road (Meridian Estate), Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146757312
"$622,400","Lot 262 Vantage Rise (Crownlea Estate), Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146757176
$649K 3bed+Study Turnkey!,"4904 Willey Rd, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146750404
"$643,256","Lot 110 Bell Heather Boulevard, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146748400
"$629,100","Lot 4904 Meridian, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146750256
"$590,000 to $640,000","40 Dangelo Avenue, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146732024
$619K 4Bed H&L,"2398 Mimosa Grange, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146724168
"$590,900 Full Turnkey + Ready to Build !!!","18 Northumberland Road, Clyde",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146709528
"$600,300","Lot 45 Granite Court, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146711468
"$640,421","Lot 115 Ventura Road, Drouin",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146694260
"$639,100 To $659,100","Lot 131 Creek Circuit, Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146686796
"$607,500 To $627,500","Lot 6 Bluebell Way, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-146687320
"$600,000 House and Land Turnkey FHBG","8 Hydrangea Rd, Junction Village",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-junction+village-146690296
"$591,300 To $611,300","Lot 131 Nelson Street, Cranbourne East",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146690900
"$588,800 To $613,800","Lot 516  Songbird Way, Pakenham",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-pakenham-146686852
"$587,700 To $607,700","Lot 183 Mornington Crescent, Nar Nar Goon North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-nar+nar+goon+north-146687152
"$582,300 To $602,300","Lot 133 Nelson Street, Cranbourne East",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-146690960
"$623,763","Lot 840/45 Rix Road, Officer",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-officer-146655948
"Build House and Land from $589,740 Today!","326 Kauri Street, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146632596
"$622,318","Lot 34 Westheath Way, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146619144
"$587,690","Lot 353 Tribute Avenue, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146618696
"From* $548,365","Lot 4 Trailwater Court, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146580604
"$620,000 - $680,000","12 Wilkiea Crescent, Cranbourne North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+north-146566620
"$2,388,888 - $2,627,776","10 Showers Avenue, Chelsea",House,6,4,2,,,,https://www.realestate.com.au/property-house-vic-chelsea-146555236
"$643,546","Lot 407 Songbird Way, Pakenham",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146558432
"$649,950","33 Ayredale Street, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146171900
"$567,552","Lot 1031 Adiantum Road, Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-146494016
"$625,600 To $645,600","Lot 110 Bell Heather Boulevard, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146430704
"$607,100 To $627,100","Lot 209 Rosea Street, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-146430856
"$607,000","lot 329 Maple Grove Estate, Pakenham",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-pakenham-146408752
$589k - $630k - Full turnkey Home- All inclusive!,"806 Montagna Drive, Clyde",Terrace,3,2,1,,,,https://www.realestate.com.au/property-terrace-vic-clyde-146399276
"$627,900 - FULL TURNKEY INCLUSIONS","Lot 908 Toad Road, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146162256
"$529,950","5 Lonark Street, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146084980
"$649,200 - Fixed Price & Full Turnkey Inclusions","919 Forage Street, Officer South",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer+south-146026356
$649K 3Bed Full Turnkey,"852 Bella St, Clyde",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146019332
$619K Upgraded Home,"177 Northumberland St, Clyde",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-146009940
$629K Turnkey Home,"55 Tines Way, Clyde North",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-146009928
"$643,908","26 Trailwater Court, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145948296
"$ 590,000 to $ 640,000","1/43 Somerville Road, Hampton Park",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-hampton+park-145938636
"$600,000 to $655,000","27 Trefella Rise, Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-145932788
"$641,618 Affordable Living in Clyde North!!!","0013 Yardi Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145918988
$645K 4Bed H&L package,"29 Kenmore way, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145918860
"$630,000 - $660,000","6 Ecurb Street, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145887880
"$628,082 Affordable Dream Home!!","21 Kenmore Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145857412
"$641,618 Affordable Living in Clyde  North!!!","13 Yardi Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145846604
"$599,900 Fixed Price & Full Turnkey Inclusions","Lot 919 Forage Street, Officer",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-officer-145845332
"$618,302 Unbeatable value!!","Lot 35 Kenmore Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145833928
$647K 3Bed Home,"15 Perimeter St, Hampton Park",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-hampton+park-145818440
"$579,000","8A Mickle Street, Koo Wee Rup",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-koo+wee+rup-145814608
$649K 3Bed Home,"Lot 15 Perimeter Road, Hampton Park",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-hampton+park-145800460
"$639,400","LOT 246 Vantage Rise, Warragul",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145792424
$619K 4Bed Gem,"Lot 2442 Carrera Road, Clyde",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde-145795348
$619K Budget-friendly,"Lot 143 Someford Drive, Clyde North",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145795336
$642K 4Bed H&L,"149 Someford Drive, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145795320
$594K Affordable H&L,"141 Somerford Drive, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145795308
$585K Best H&L Deal,"55 Tines Road, Clyde North",House,4,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145795300
"$566,848","200 Vantage Rise, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145775924
$639K 4Bed H&L,"249 Villa Doria Road, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145761164
$639K 4Bed H&L,"122 Yardi Way, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145761156
$645K 4Bed H&L,"111 Yardi Way, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145761140
$609K 3Bed H&L,"211 Kenmore Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145761132
$599K 3Bed H&L,"335 Kenmore way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145761104
"$647,800","Lot 1026 Adiantum Road, Drouin",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-drouin-145741372
$599K 3Bed H&L,"44 Jessfield Dr, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-145729004
$629K 4Bed H&L,"Lot 50 Daisy St, Officer",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-officer-145728280
$639K 4Bed H&L,"2249 Villa Doria Drive, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145728184
"$545,406","245 Vantage Rise, Warragul",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-warragul-145719996
"$630,000 – 667,000","Lot 711 Operetta  Close, Junction Village",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-junction+village-145695976
"$630,000","131 Claremont Drive, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145662008
"$633,918","Lot 137 Shaleal Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145647516
$569K 3Bed H&L,"Lot33 Kenmore Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145609072
"From* $627,375","Lot 260 Vantage Rise, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145613140
$645K 4Bed H&L,"Lot10 Yardi Way, Clyde North",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145605376
$589K 3Bed H&L,"Lot4 Yardi Way, Clyde North",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145605348
"$648,300","Lot 243 Vantage Rise, Warragul",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-warragul-145605320
$629K Titled H&L,"30 Daisy St Officer, Officer",House,4,2,2,,,,https://www.realestate.com.au/property-house-vic-officer-145570832
$569K H&L Act Fast!!,"130 Jessifield Road, Cranbourne East",House,3,2,2,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-145563220
$585K Best H&L Deal,"16 Tines Way, Clyde North",House,3,2,1,,,,https://www.realestate.com.au/property-house-vic-clyde+north-145562572
