Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
Private Sale: $660k - $720k,"1 Yarra Way, Wollert",,,,,Inspection Sat 8 Mar 11:30 am,,Chris Vrantsis,https://www.realestate.com.au/property-house-vic-wollert-147285260
,"13 Sandon Crescent, Donnybrook",,,,,Inspection Sat 8 Mar 10:30 am,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-donnybrook-147274720
,"Address available on request, Donnybrook",,,,,,,Arvin Nagra,https://www.realestate.com.au/property-house-vic-donnybrook-145322164
"$650,000 - $700,000","Address available on request, Wollert",,,,,,,Sharukh Shaik,https://www.realestate.com.au/property-house-vic-wollert-146382056
$690K - $740K - Auction Sat 29th Mar @ 3PM,"15 Medlar Court, Mill Park",,,,,Inspection Sat 8 Mar 3:00 pm,,Daniel Nardella,https://www.realestate.com.au/property-house-vic-mill+park-147431172
,"18 Goodia Street, Wollert",,,,,Inspection Sat 8 Mar 10:00 am,,Matilda Fyfe,https://www.realestate.com.au/property-house-vic-wollert-147141260
$620K - $680K - Auction Sat 29th March @ 11AM,"9 Borrowdale Court, Mill Park",,,,,Inspection Sat 8 Mar 10:30 am,,Kon Kouvas,https://www.realestate.com.au/property-house-vic-mill+park-147430424
$645K - $695K - Auction Sat 29th March @ 10AM,"112 Redleap Avenue, Mill Park",,,,,Inspection Sat 8 Mar 10:00 am,,Daniel Nardella,https://www.realestate.com.au/property-house-vic-mill+park-147430404
,"25 Boomerang Road, Donnybrook",,,,,Inspection Sat 8 Mar 1:30 pm,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-147430324
"$580,000 - $625,000","6 Damian Court, Glenroy",,,,,,,Raj Bhatia,https://www.realestate.com.au/property-house-vic-glenroy-147283676
,"3 Bittern Road, Donnybrook",,,,,Inspection Sat 8 Mar 11:00 am,,Rashmi Malik,https://www.realestate.com.au/property-house-vic-donnybrook-146791720
"ESR: $690,000 - $750,000","5 Hollyhock Walk, South Morang",,,,,Inspection Sat 8 Mar 1:00 pm,,Tony Ong,https://www.realestate.com.au/property-house-vic-south+morang-147427700
"ESR: $695,000 - $750,000","25 Spoonbill Street, Doreen",,,,,Inspection Sat 8 Mar 10:00 am,,Ashlee Jade,https://www.realestate.com.au/property-house-vic-doreen-147427696
,"17 Queensborough Road, Kalkallo",,,,,Inspection tomorrow 6:00 pm,,Prashant Battu,https://www.realestate.com.au/property-house-vic-kalkallo-147427452
"ESR: $690,000 - $750,000","11 Charlotte Road, Mill Park",,,,,Inspection Sat 8 Mar 12:00 pm,,Jay Moxon,https://www.realestate.com.au/property-house-vic-mill+park-147427376
"ESR: $695,000 - $745,000","55 Veronica Crescent, Mill Park",,,,,Inspection Sat 8 Mar 1:00 pm,,Imogen Hammond,https://www.realestate.com.au/property-house-vic-mill+park-147427368
"$680,000 - $740,000","352 Brossard Road, Mickleham",,,,,Inspection Thu 13 Mar 6:00 pm,,Monty Sahni,https://www.realestate.com.au/property-house-vic-mickleham-147427360
,"16 Tooten Road, Wollert",,,,,Inspection tomorrow 5:00 pm,,Prashant Battu,https://www.realestate.com.au/property-house-vic-wollert-147426916
,"14 Gaeta Street, Wollert",,,,,Inspection Sat 8 Mar 1:00 pm,,Nick Sangwan,https://www.realestate.com.au/property-house-vic-wollert-147258580
,"Address available on request, Mickleham",,,,,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-140638363
,"45 Flagstaff Loop, Craigieburn",,,,,,,Mandeep Gagain,https://www.realestate.com.au/property-house-vic-craigieburn-144072540
,"5 Yumbarra Parade, Wollert",,,,,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-wollert-146673504
,"15 Rawlings Terrace, Epping",,,,,Inspection Sat 8 Mar 10:30 am,,Karan Singh,https://www.realestate.com.au/property-house-vic-epping-147426252
"$674,900","689 Grand Boulevard,, Mickleham",,,,,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-145092544
"$669,000 - $709,000","4 Roscoe Avenue, Kalkallo",,,,,Inspection Sat 8 Mar 2:30 pm,,Adeel Obaid,https://www.realestate.com.au/property-house-vic-kalkallo-147279784
,"317 Mcdonalds Road, Epping",,,,,,,Bikram Sidhu,https://www.realestate.com.au/property-house-vic-epping-147424936
,"2 Vere Way, Mickleham",,,,,,,Mohammad Kardigar,https://www.realestate.com.au/property-house-vic-mickleham-147424876
"$570,000 - $595,000","202 Brossard Road, Mickleham",,,,,Inspection Sun 9 Mar 2:30 pm,,Ash Daga,https://www.realestate.com.au/property-house-vic-mickleham-146789472
"$630,000 - $680,000","13 Maybury Drive, Mill Park",,,,,Inspection Sat 8 Mar 1:00 pm,,Scott Anderson,https://www.realestate.com.au/property-house-vic-mill+park-147278932
"$690,00 - $740,000","Address available on request, Donnybrook",,,,,,,Many Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147424032
,"44 Mealie Avenue, Mickleham",,,,,Inspection Sat 8 Mar 10:45 am,,Domenic Campisi,https://www.realestate.com.au/property-house-vic-mickleham-147278648
490k - 530k,"58 Grattan Cove, Craigieburn",,,,,Inspection Sat 8 Mar 10:30 am,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-craigieburn-147278516
,"18 Schefflera Street, Craigieburn",,,,,Inspection Sat 8 Mar 11:00 am,,Adam Viglione,https://www.realestate.com.au/property-house-vic-craigieburn-147423628
"AUCTION THIS SAT 12PM: $680,000 - $730,000","46 Zenith Rise, Bundoora",,,,,Inspection Sat 8 Mar 11:30 am,,Gin Wu,https://www.realestate.com.au/property-house-vic-bundoora-147243192
,"8 Mallee Court, Epping",,,,,Inspection Sat 8 Mar 11:30 am,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-epping-147423580
"$629,000","6 Messina Street, Mernda",,,,,,,Sugath Warnasuriya,https://www.realestate.com.au/property-house-vic-mernda-146788896
"$700,000 - $770,000","484 Grimshaw Street, Bundoora",,,,,Inspection Sat 8 Mar 11:30 am,,Domenic Torzillo,https://www.realestate.com.au/property-house-vic-bundoora-147204916
"$700,000 - $750,000","19 Barry Road, Thomastown",,,,,Inspection Sat 8 Mar 9:30 am,,Domenic Torzillo,https://www.realestate.com.au/property-house-vic-thomastown-147205400
,"12 Riesling Street, Wollert",,,,,Inspection Sat 8 Mar 11:30 am,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-wollert-147423252
,"16 Budawang Way, Wollert",,,,,Inspection Sat 8 Mar 12:30 pm,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-wollert-147422976
"$690,000-$720,000","31 Sandover Drive, Roxburgh Park",,,,,Inspection Sat 8 Mar 12:00 pm,,Manpreet Singh Jolly,https://www.realestate.com.au/property-house-vic-roxburgh+park-147422960
"$575,000 - $595,000","18 Yalmy Avenue, Wollert",,,,,Inspection Sat 8 Mar 12:00 pm,,Mac Naidoo,https://www.realestate.com.au/property-house-vic-wollert-147277860
"Auction - $550,000 - $600,000","3 Almurta Avenue, Coolaroo",,,,,Inspection Sat 8 Mar 2:30 pm,,Stefan Stella,https://www.realestate.com.au/property-house-vic-coolaroo-147422828
"Auction - $680,000 - $740,000","75 James Street, Fawkner",,,,,Inspection Sat 8 Mar 11:30 am,,Raphael Calik-Houston,https://www.realestate.com.au/property-house-vic-fawkner-147277836
,"17 Alain Avenue, South Morang",,,,,Inspection Sat 8 Mar 10:00 am,,Petar Djeparoski,https://www.realestate.com.au/property-house-vic-south+morang-147277124
$699000-$729000,"8 Mercer Street, Mickleham",,,,,Inspection Sat 8 Mar 4:30 pm,,Usman Naseer,https://www.realestate.com.au/property-house-vic-mickleham-147134388
,"14 Vestige Street, Donnybrook",,,,,Inspection Wed 12 Mar 11:00 am,,Dharam Rana,https://www.realestate.com.au/property-house-vic-donnybrook-147421564
,"20 Margaretta Circuit, Mickleham",,,,,Inspection Sat 8 Mar 12:30 pm,,Admon Paules,https://www.realestate.com.au/property-house-vic-mickleham-147273012
"$635,000-$655,000","3 Dorcas Road, Mickleham",,,,,Inspection Sat 8 Mar 1:30 pm,,Jay Alvat,https://www.realestate.com.au/property-house-vic-mickleham-147421380
"$530,000 - $570,000","Address available on request, Kalkallo",,,,,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-143329292
"$580,000 - $620,000","11A Taradale Court, Meadow Heights",,,,,,,Omer Koksal,https://www.realestate.com.au/property-house-vic-meadow+heights-147133612
,"100 Schotters Road, Mernda",,,,,,,Sash Buncic,https://www.realestate.com.au/property-house-vic-mernda-146786844
,"Address available on request, Wollert",,,,,,,Param Singh,https://www.realestate.com.au/property-house-vic-wollert-145560740
,"9 Boronia Way, Mickleham",,,,,Inspection Sat 8 Mar 12:00 pm,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-147275412
"ESR: $620,000 - $670,000","5 Mollison Drive, Doreen",,,,,Inspection Sat 8 Mar 1:30 pm,,Luke El Moussalli,https://www.realestate.com.au/property-house-vic-doreen-147419756
"$670,000 - $700,000","13 Solander Court, Roxburgh Park",,,,,Inspection Sat 8 Mar 11:00 am,,Trish Orrico,https://www.realestate.com.au/property-house-vic-roxburgh+park-147275288
"Asking $629,950","9 Ballam Way, Doreen",,,,,Inspection Sat 8 Mar 10:15 am,,Stacy Richards,https://www.realestate.com.au/property-house-vic-doreen-147419596
,"9 Knockturn Road, Kalkallo",,,,,Inspection Sat 8 Mar 2:30 pm,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-147132996
,"20 Koobush Boulevard, Wollert",,,,,Inspection Sat 8 Mar 1:45 pm,,Sherry Singh,https://www.realestate.com.au/property-house-vic-wollert-145624188
,"12 Larch Street, Thomastown",,,,,Inspection tomorrow 5:30 pm,,Tan Nguyen,https://www.realestate.com.au/property-house-vic-thomastown-147419108
,"Address available on request, Kalkallo",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-kalkallo-142592332
,"1 Bracegirdle Drive, Mickleham",,,,,Inspection Sat 8 Mar 1:30 pm,,Harminder Singh,https://www.realestate.com.au/property-house-vic-mickleham-146659424
,"12 Bounty Road, Donnybrook",,,,,,,Shubham Banger,https://www.realestate.com.au/property-house-vic-donnybrook-146521760
"$620,000 - $680,000","3/70 Glenroy Road, Glenroy",,,,,Inspection Sat 8 Mar 10:00 am,,Ghizlaine Digby,https://www.realestate.com.au/property-house-vic-glenroy-147418192
"$599,000 - $659,000","46 Kensley Circuit, Craigieburn",,,,,Inspection Sat 8 Mar 12:30 pm,,Vanessa Lobley,https://www.realestate.com.au/property-house-vic-craigieburn-147417996
"$590,000 - $635,000","10/5 Korab Place, Roxburgh Park",,,,,,,Inas Sora,https://www.realestate.com.au/property-house-vic-roxburgh+park-145958156
,"5 Pittsburgh Rd, Kalkallo",,,,,Inspection Sat 8 Mar 2:00 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-kalkallo-141941588
"$640,000 - $675,000","9 Centurion Court, Epping",,,,,Inspection Sat 8 Mar 12:15 pm,,George Stathopoulos,https://www.realestate.com.au/property-house-vic-epping-147417312
"$650,000 - $690,000","25 Erasmus Avenue, Craigieburn",,,,,,,Omer Koksal,https://www.realestate.com.au/property-house-vic-craigieburn-146098072
,"16 Playles Way, Wollert",,,,,,,George Gimelli,https://www.realestate.com.au/property-house-vic-wollert-142468316
"$650,000- $700,000","41 Eastside Boulevard, Donnybrook",,,,,,,Nitin Rana,https://www.realestate.com.au/property-house-vic-donnybrook-146519464
,"130 Malcolm Creek Parade, Craigieburn",,,,,Inspection Sat 8 Mar 11:30 am,,Domenic Campisi,https://www.realestate.com.au/property-house-vic-craigieburn-147240768
"$690,000-$730,000","12 Wallowa Street, Mickleham",,,,,,,Mehmet Cevik,https://www.realestate.com.au/property-house-vic-mickleham-145684364
,"23 Camberwell Parade, Mickleham",,,,,Inspection Sat 8 Mar 11:00 am,,Abdul Sleman,https://www.realestate.com.au/property-house-vic-mickleham-147415416
"$560,000 - $590,000","22 Lasio Way, Donnybrook",,,,,Inspection Sat 8 Mar 12:50 pm,,Omar Morsi,https://www.realestate.com.au/property-house-vic-donnybrook-147415208
"$685,000-$735,000","83 Everard Road, Mernda",,,,,Inspection Sat 8 Mar 11:30 am,,Sugath Warnasuriya,https://www.realestate.com.au/property-house-vic-mernda-147270988
,"31 Huntingtower Avenue, Mickleham",,,,,,,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-147270928
,"14 Althorp Street, Wollert",,,,,Inspection Sat 8 Mar 11:00 am,,Annie Cagorski,https://www.realestate.com.au/property-house-vic-wollert-147270676
"Auction $640,000 - $670,000","11 Ryder Street, Lalor",,,,,Inspection Sat 8 Mar 10:30 am,,Harry Kontossis,https://www.realestate.com.au/property-house-vic-lalor-147270436
"$690,000 - $740,000","8 Bianca Crescent, Greenvale",,,,,Inspection Sat 8 Mar 10:00 am,,Aaron Taranto,https://www.realestate.com.au/property-house-vic-greenvale-147414308
"$630,000 - $660,000","3 Glenbrae Street, Craigieburn",,,,,Inspection Sat 8 Mar 11:30 am,,Hitesh Arora,https://www.realestate.com.au/property-house-vic-craigieburn-147413972
,"12 Millennium Road, Craigieburn",,,,,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-craigieburn-146660396
"$700,000 - $770,000","17 Greenwood Drive, Bundoora",,,,,Inspection Sat 8 Mar 2:00 pm,,Tom Price,https://www.realestate.com.au/property-house-vic-bundoora-147413564
"$700,000-$740,000","8 Gatestone Road, Epping",,,,,Inspection Sat 8 Mar 10:00 am,,Nash Uddin,https://www.realestate.com.au/property-house-vic-epping-147413120
"$570,000 - $627,000","6 Firnberg Road, Kalkallo",,,,,Inspection Sat 8 Mar 12:15 pm,,Tim Sulemani,https://www.realestate.com.au/property-house-vic-kalkallo-147268584
,"14 Sunmoth Road, Craigieburn",,,,,Inspection Sat 8 Mar 11:15 am,,Robbie Sandhu,https://www.realestate.com.au/property-house-vic-craigieburn-147268512
,"248 Toyon Road, Donnybrook",,,,,,,Arvin Nagra,https://www.realestate.com.au/property-house-vic-donnybrook-146779848
,"14 Ridley Boulevard, Mickleham",,,,,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-mickleham-147410708
,"84 Souter Avenue, Kalkallo",,,,,Inspection Sat 8 Mar 11:00 am,,Ricky Singh,https://www.realestate.com.au/property-house-vic-kalkallo-146868924
,"7 Chilworth Street, Donnybrook",,,,,Inspection Sat 8 Mar 12:00 pm,,Mandeep Gagain,https://www.realestate.com.au/property-house-vic-donnybrook-147409940
,"Address available on request, Donnybrook",,,,,,,Chetan Chauhan,https://www.realestate.com.au/property-house-vic-donnybrook-145553048
,"4 Studley Park Way, Craigieburn",,,,,Inspection Sat 8 Mar 11:00 am,,Harminder Singh,https://www.realestate.com.au/property-house-vic-craigieburn-147409844
,"90 Lumin Boulevard, Kalkallo",,,,,Inspection Sat 8 Mar 11:30 am,,Sahil Kakar,https://www.realestate.com.au/property-house-vic-kalkallo-147011732
"$635,000 - $665,000","58 Simmental Road, Wollert",,,,,Inspection Sat 8 Mar 12:00 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-wollert-147409736
"$700,000 - $760,000","27 Thorngrove Avenue, Craigieburn",,,,,Inspection Sat 8 Mar 2:15 pm,,Daniel Sacco,https://www.realestate.com.au/property-house-vic-craigieburn-147408984
,"Address available on request, Craigieburn",,,,,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-craigieburn-141936944
"$520,000 - $550,000","23 Boomerang Road, Donnybrook",,,,,Inspection Sat 8 Mar 12:15 pm,,Omar Morsi,https://www.realestate.com.au/property-house-vic-donnybrook-146513024
Architectural Masterpiece with 5.4m Ceilings,"12 Aniseed Street, Mickleham",,,,,Inspection Sat 8 Mar 11:00 am,,Ali Al Saffar,https://www.realestate.com.au/property-house-vic-mickleham-146777612
,"7 Menzies Parade, Lalor",,,,,Inspection Sat 8 Mar 4:15 pm,,Tan Nguyen,https://www.realestate.com.au/property-house-vic-lalor-147408628
"PRICE GUIDE $550,000 TO $595,000","8 Tuscany Court, Roxburgh Park",,,,,Inspection Sat 8 Mar 1:00 pm,,Kas Azzam,https://www.realestate.com.au/property-house-vic-roxburgh+park-147408124
$660k - $680k,"11 Middlemount Street,, Donnybrook",,,,,Inspection Sat 8 Mar 11:00 am,,Beklan Altuntas,https://www.realestate.com.au/property-house-vic-donnybrook-147407816
,"50 Danzig Street, Kalkallo",,,,,Inspection Sat 8 Mar 11:00 am,,Jim Vlahos,https://www.realestate.com.au/property-house-vic-kalkallo-147407808
"$460,000 - $490,000","13/38 Mallard Circuit, Craigieburn",,,,,Inspection Sat 8 Mar 11:00 am,,Vito Trentadue,https://www.realestate.com.au/property-house-vic-craigieburn-147264736
"$570,000 - $627,000","3 Kincaid Drive, Mernda",,,,,Inspection Sat 8 Mar 12:30 pm,,John Metaxas,https://www.realestate.com.au/property-house-vic-mernda-147264568
,"36 Lawn Walk, Mernda",,,,,Inspection Sat 8 Mar 2:45 pm,,David Wasef,https://www.realestate.com.au/property-house-vic-mernda-147407208
,"37 Yorkville Road, Kalkallo",,,,,,,Ali Al Saffar,https://www.realestate.com.au/property-house-vic-kalkallo-146655856
"$685,000 - $740,000","16 Croce Avenue, Wollert",,,,,Inspection Sat 8 Mar 11:30 am,,Vanny Bains,https://www.realestate.com.au/property-house-vic-wollert-146866580
,"34 Samolus Street, Mickleham",,,,,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-mickleham-147406520
,"19 Moss Road, Wollert",,,,,Inspection Sat 8 Mar 10:00 am,,Nick Petrovski,https://www.realestate.com.au/property-house-vic-wollert-147263452
,"24 Ironcap Road, Mickleham",,,,,,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-mickleham-146510404
,"41 Bowenia Avenue, Craigieburn",,,,,,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-craigieburn-146510388
"$630,000 - $660,000","4 Jum Way, Donnybrook",,,,,,,Karam Virk,https://www.realestate.com.au/property-house-vic-donnybrook-146233988
"$685,000 - $715,000","30 Mernda Village Drive, Mernda",,,,,Inspection Sat 8 Mar 12:15 pm,,Sugath Warnasuriya,https://www.realestate.com.au/property-house-vic-mernda-147404492
"$660,000 - $710,000","3 Callantina Road, Mickleham",,,,,Inspection Sat 8 Mar 11:45 am,,Karam Virk,https://www.realestate.com.au/property-house-vic-mickleham-147404332
"$530,000 - $570,000","4 Centennial Park Drive, Craigieburn",,,,,Inspection Sat 8 Mar 2:00 pm,,Manny Singh,https://www.realestate.com.au/property-house-vic-craigieburn-147404316
"$660,000 - $720,000","17 Sumar Drive, Craigieburn",,,,,,,Love Sharma,https://www.realestate.com.au/property-house-vic-craigieburn-144188260
Auction | $600k - $640k,"1/2 Warwick Place, Tullamarine",,,,,Inspection Sat 8 Mar 10:00 am,,Malek Younan,https://www.realestate.com.au/property-house-vic-tullamarine-147402696
,"30 Peninsula Crescent, Craigieburn",,,,,Inspection Sat 8 Mar 12:15 pm,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-craigieburn-147402544
,"70 Quill Circuit, Kalkallo",,,,,,,Aman Nagra,https://www.realestate.com.au/property-house-vic-kalkallo-146863428
$700k to $730k,"30 Riesling Street, Wollert",,,,,Inspection Sat 8 Mar 10:45 am,,Mandeep Sekhon,https://www.realestate.com.au/property-house-vic-wollert-146863192
